text,label
Just a friendly reminder that your library books are due back next week.,0
Thanks for attending our webinar. The recording is now available on our website.,0
"Hi John, your order #45231 has been shipped and will arrive by Friday. Track it on our website.",0
Please find attached the minutes from last week's meeting. Let me know if anything needs correction.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
Just a friendly reminder that your library books are due back next week.,0
Your support ticket #8823 has been resolved. Please let us know if you need further assistance.,0
"Hi Sarah, I wanted to follow up on our conversation from yesterday about the project timeline.",0
Your monthly statement is ready. Log in to your account to view your transactions from last month.,0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
Thank you for your feedback. We have passed it on to our product team.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
Our offices will be closed on Monday for a public holiday.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
We wanted to let you know that your application has been received and is under review.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
We wanted to let you know that your application has been received and is under review.,0
Thank you for your payment of 49.99 euros. Your subscription has been renewed for another year.,0
Thank you for your payment of 49.99 euros. Your subscription has been renewed for another year.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Your monthly statement is ready. Log in to your account to view your transactions from last month.,0
Please find attached the minutes from last week's meeting. Let me know if anything needs correction.,0
Thank you for your feedback. We have passed it on to our product team.,0
Your appointment is confirmed for March 15 at 2:30 PM. Please arrive 10 minutes early.,0
Thank you for your payment of 49.99 euros. Your subscription has been renewed for another year.,0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
Your parcel has been delivered to your mailbox. A signature was not required.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Your parcel has been delivered to your mailbox. A signature was not required.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
We received your return request and will process it within 5 business days.,0
Thank you for your feedback. We have passed it on to our product team.,0
Our offices will be closed on Monday for a public holiday.,0
Reminder: your car insurance policy renews next month. No action is required unless you want to make changes.,0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
"Hi Sarah, I wanted to follow up on our conversation from yesterday about the project timeline.",0
Your support ticket #8823 has been resolved. Please let us know if you need further assistance.,0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
Thanks for attending our webinar. The recording is now available on our website.,0
Thank you for your feedback. We have passed it on to our product team.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
Thank you for your feedback. We have passed it on to our product team.,0
Our offices will be closed on Monday for a public holiday.,0
Thank you for your feedback. We have passed it on to our product team.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
"Hi team, here is this week's sprint update. Three tickets closed, two carried over.",0
Thanks for attending our webinar. The recording is now available on our website.,0
Just a friendly reminder that your library books are due back next week.,0
Your invoice for January is attached. Payment is due within 30 days.,0
"Hi John, your order #45231 has been shipped and will arrive by Friday. Track it on our website.",0
Your parcel has been delivered to your mailbox. A signature was not required.,0
We received your return request and will process it within 5 business days.,0
We wanted to let you know that your application has been received and is under review.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
"Hi Sarah, I wanted to follow up on our conversation from yesterday about the project timeline.",0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
We received your return request and will process it within 5 business days.,0
Your support ticket #8823 has been resolved. Please let us know if you need further assistance.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
Thank you for your payment of 49.99 euros. Your subscription has been renewed for another year.,0
"Hi Sarah, I wanted to follow up on our conversation from yesterday about the project timeline.",0
Reminder: your car insurance policy renews next month. No action is required unless you want to make changes.,0
"Hi Sarah, I wanted to follow up on our conversation from yesterday about the project timeline.",0
Thank you for your feedback. We have passed it on to our product team.,0
"Hi team, here is this week's sprint update. Three tickets closed, two carried over.",0
"Your password was successfully changed. If you did not make this change, please contact support.",0
Your monthly statement is ready. Log in to your account to view your transactions from last month.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Your parcel has been delivered to your mailbox. A signature was not required.,0
Please find attached the minutes from last week's meeting. Let me know if anything needs correction.,0
Thank you for your feedback. We have passed it on to our product team.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
Your monthly statement is ready. Log in to your account to view your transactions from last month.,0
We received your return request and will process it within 5 business days.,0
"Hi Sarah, I wanted to follow up on our conversation from yesterday about the project timeline.",0
"Hi team, here is this week's sprint update. Three tickets closed, two carried over.",0
Our offices will be closed on Monday for a public holiday.,0
We wanted to let you know that your application has been received and is under review.,0
Thank you for your feedback. We have passed it on to our product team.,0
Thank you for your payment of 49.99 euros. Your subscription has been renewed for another year.,0
Thanks for attending our webinar. The recording is now available on our website.,0
Your parcel has been delivered to your mailbox. A signature was not required.,0
Your parcel has been delivered to your mailbox. A signature was not required.,0
Please find attached the minutes from last week's meeting. Let me know if anything needs correction.,0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
"Hi team, here is this week's sprint update. Three tickets closed, two carried over.",0
We received your return request and will process it within 5 business days.,0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
Your monthly statement is ready. Log in to your account to view your transactions from last month.,0
Your appointment is confirmed for March 15 at 2:30 PM. Please arrive 10 minutes early.,0
"Hi John, your order #45231 has been shipped and will arrive by Friday. Track it on our website.",0
Your parcel has been delivered to your mailbox. A signature was not required.,0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
Thanks for attending our webinar. The recording is now available on our website.,0
Your parcel has been delivered to your mailbox. A signature was not required.,0
Your recent transaction of 23.50 euros at Albert Heijn was processed successfully.,0
Your parcel has been delivered to your mailbox. A signature was not required.,0
Your support ticket #8823 has been resolved. Please let us know if you need further assistance.,0
We wanted to let you know that your application has been received and is under review.,0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
We wanted to let you know that your application has been received and is under review.,0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
Your support ticket #8823 has been resolved. Please let us know if you need further assistance.,0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
Thank you for your payment of 49.99 euros. Your subscription has been renewed for another year.,0
Your appointment is confirmed for March 15 at 2:30 PM. Please arrive 10 minutes early.,0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
Your recent transaction of 23.50 euros at Albert Heijn was processed successfully.,0
Please find attached the minutes from last week's meeting. Let me know if anything needs correction.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
Your recent transaction of 23.50 euros at Albert Heijn was processed successfully.,0
Just a friendly reminder that your library books are due back next week.,0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
Your invoice for January is attached. Payment is due within 30 days.,0
Please find attached the minutes from last week's meeting. Let me know if anything needs correction.,0
Thank you for your payment of 49.99 euros. Your subscription has been renewed for another year.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
Your appointment is confirmed for March 15 at 2:30 PM. Please arrive 10 minutes early.,0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
Our offices will be closed on Monday for a public holiday.,0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
Your invoice for January is attached. Payment is due within 30 days.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
Your monthly statement is ready. Log in to your account to view your transactions from last month.,0
Our offices will be closed on Monday for a public holiday.,0
We received your return request and will process it within 5 business days.,0
"Hi team, here is this week's sprint update. Three tickets closed, two carried over.",0
Thank you for your feedback. We have passed it on to our product team.,0
We wanted to let you know that your application has been received and is under review.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
"Hi Sarah, I wanted to follow up on our conversation from yesterday about the project timeline.",0
Just a friendly reminder that your library books are due back next week.,0
Your appointment is confirmed for March 15 at 2:30 PM. Please arrive 10 minutes early.,0
Your invoice for January is attached. Payment is due within 30 days.,0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Your recent transaction of 23.50 euros at Albert Heijn was processed successfully.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
"Hi John, your order #45231 has been shipped and will arrive by Friday. Track it on our website.",0
Your appointment is confirmed for March 15 at 2:30 PM. Please arrive 10 minutes early.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
We wanted to let you know that your application has been received and is under review.,0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
Your monthly statement is ready. Log in to your account to view your transactions from last month.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
Your parcel has been delivered to your mailbox. A signature was not required.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Our offices will be closed on Monday for a public holiday.,0
Your appointment is confirmed for March 15 at 2:30 PM. Please arrive 10 minutes early.,0
We received your return request and will process it within 5 business days.,0
Your recent transaction of 23.50 euros at Albert Heijn was processed successfully.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
Just a friendly reminder that your library books are due back next week.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
We received your return request and will process it within 5 business days.,0
Thank you for your feedback. We have passed it on to our product team.,0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
Our offices will be closed on Monday for a public holiday.,0
Your appointment is confirmed for March 15 at 2:30 PM. Please arrive 10 minutes early.,0
Thanks for attending our webinar. The recording is now available on our website.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
Thank you for your payment of 49.99 euros. Your subscription has been renewed for another year.,0
Your appointment is confirmed for March 15 at 2:30 PM. Please arrive 10 minutes early.,0
Your appointment is confirmed for March 15 at 2:30 PM. Please arrive 10 minutes early.,0
We received your return request and will process it within 5 business days.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Please find attached the minutes from last week's meeting. Let me know if anything needs correction.,0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
Your support ticket #8823 has been resolved. Please let us know if you need further assistance.,0
"Hi team, here is this week's sprint update. Three tickets closed, two carried over.",0
Just a friendly reminder that your library books are due back next week.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
Please find attached the minutes from last week's meeting. Let me know if anything needs correction.,0
Our offices will be closed on Monday for a public holiday.,0
Your recent transaction of 23.50 euros at Albert Heijn was processed successfully.,0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
"Hi John, your order #45231 has been shipped and will arrive by Friday. Track it on our website.",0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
We wanted to let you know that your application has been received and is under review.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
We received your return request and will process it within 5 business days.,0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
Our offices will be closed on Monday for a public holiday.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
The weekly report is attached. Please review and let me know if you have any questions.,0
"Hi team, here is this week's sprint update. Three tickets closed, two carried over.",0
Thank you for your payment of 49.99 euros. Your subscription has been renewed for another year.,0
Your support ticket #8823 has been resolved. Please let us know if you need further assistance.,0
We wanted to let you know that your application has been received and is under review.,0
We wanted to let you know that your application has been received and is under review.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Your parcel has been delivered to your mailbox. A signature was not required.,0
Your invoice for January is attached. Payment is due within 30 days.,0
Thanks for attending our webinar. The recording is now available on our website.,0
"Hi John, your order #45231 has been shipped and will arrive by Friday. Track it on our website.",0
"Hi Sarah, I wanted to follow up on our conversation from yesterday about the project timeline.",0
Our offices will be closed on Monday for a public holiday.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
Your monthly statement is ready. Log in to your account to view your transactions from last month.,0
Your recent transaction of 23.50 euros at Albert Heijn was processed successfully.,0
Your appointment is confirmed for March 15 at 2:30 PM. Please arrive 10 minutes early.,0
Your support ticket #8823 has been resolved. Please let us know if you need further assistance.,0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
Reminder: your car insurance policy renews next month. No action is required unless you want to make changes.,0
"Hi Sarah, I wanted to follow up on our conversation from yesterday about the project timeline.",0
Your parcel has been delivered to your mailbox. A signature was not required.,0
Please find attached the minutes from last week's meeting. Let me know if anything needs correction.,0
Your invoice for January is attached. Payment is due within 30 days.,0
We wanted to let you know that your application has been received and is under review.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
We received your return request and will process it within 5 business days.,0
Your support ticket #8823 has been resolved. Please let us know if you need further assistance.,0
We wanted to let you know that your application has been received and is under review.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
Your recent transaction of 23.50 euros at Albert Heijn was processed successfully.,0
"Hi John, your order #45231 has been shipped and will arrive by Friday. Track it on our website.",0
Just a friendly reminder that your library books are due back next week.,0
Reminder: your car insurance policy renews next month. No action is required unless you want to make changes.,0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
Please find attached the minutes from last week's meeting. Let me know if anything needs correction.,0
"Hi Sarah, I wanted to follow up on our conversation from yesterday about the project timeline.",0
"Hi team, here is this week's sprint update. Three tickets closed, two carried over.",0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
Just a friendly reminder that your library books are due back next week.,0
"Hi team, here is this week's sprint update. Three tickets closed, two carried over.",0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Your monthly statement is ready. Log in to your account to view your transactions from last month.,0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
Reminder: your car insurance policy renews next month. No action is required unless you want to make changes.,0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
"Hi Sarah, I wanted to follow up on our conversation from yesterday about the project timeline.",0
Your support ticket #8823 has been resolved. Please let us know if you need further assistance.,0
Our offices will be closed on Monday for a public holiday.,0
"Hi team, here is this week's sprint update. Three tickets closed, two carried over.",0
Your support ticket #8823 has been resolved. Please let us know if you need further assistance.,0
"Hi John, your order #45231 has been shipped and will arrive by Friday. Track it on our website.",0
Thank you for your payment of 49.99 euros. Your subscription has been renewed for another year.,0
Your monthly statement is ready. Log in to your account to view your transactions from last month.,0
Thank you for your payment of 49.99 euros. Your subscription has been renewed for another year.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
Meeting reminder: Team standup tomorrow at 10:00 AM. Please review the agenda attached to this email.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
Your monthly statement is ready. Log in to your account to view your transactions from last month.,0
Your invoice for January is attached. Payment is due within 30 days.,0
Thank you for your feedback. We have passed it on to our product team.,0
Thank you for your feedback. We have passed it on to our product team.,0
We wanted to let you know that your application has been received and is under review.,0
Thank you for your feedback. We have passed it on to our product team.,0
Thank you for your payment of 49.99 euros. Your subscription has been renewed for another year.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
We wanted to let you know that your application has been received and is under review.,0
Thanks for attending our webinar. The recording is now available on our website.,0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
Your parcel has been delivered to your mailbox. A signature was not required.,0
"Your password was successfully changed. If you did not make this change, please contact support.",0
"Your password was successfully changed. If you did not make this change, please contact support.",0
Just a friendly reminder that your library books are due back next week.,0
Our offices will be closed on Monday for a public holiday.,0
Your account summary for February is now available. Log in to view your balance and recent activity.,0
The weekly report is attached. Please review and let me know if you have any questions.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
Your support ticket #8823 has been resolved. Please let us know if you need further assistance.,0
Your invoice for January is attached. Payment is due within 30 days.,0
Your parcel has been delivered to your mailbox. A signature was not required.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Thank you for subscribing to our newsletter. You can unsubscribe at any time using the link below.,0
Your recent transaction of 23.50 euros at Albert Heijn was processed successfully.,0
Your recent transaction of 23.50 euros at Albert Heijn was processed successfully.,0
"Hi Sarah, I wanted to follow up on our conversation from yesterday about the project timeline.",0
Our offices will be closed on Monday for a public holiday.,0
"Hi John, your order #45231 has been shipped and will arrive by Friday. Track it on our website.",0
Thank you for your feedback. We have passed it on to our product team.,0
"Hi, your gym membership renewal is coming up. Here is the updated pricing for next year.",0
Your flight booking is confirmed. Please check in online 24 hours before departure.,0
"From 12a1mailbot1@web.de  Thu Aug 22 13:17:22 2002
Return-Path: <12a1mailbot1@web.de>
Delivered-To: zzzz@localhost.spamassassin.taint.org
Received: from localhost (localhost [127.0.0.1])
	by phobos.labs.spamassassin.taint.org (Postfix) with ESMTP id 136B943C32
	for <zzzz@localhost>; Thu, 22 Aug 2002 08:17:21 -0400 (EDT)
Received: from mail.webnote.net [193.120.211.219]
	by localhost with POP3 (fetchmail-5.9.0)
	for zzzz@localhost (single-drop); Thu, 22 Aug 2002 13:17:21 +0100 (IST)
Received: from dd_it7 ([210.97.77.167])
	by webnote.net (8.9.3/8.9.3) with ESMTP id NAA04623
	for <zzzz@spamassassin.taint.org>; Thu, 22 Aug 2002 13:09:41 +0100
From: 12a1mailbot1@web.de
Received: from r-smtp.korea.com - 203.122.2.197 by dd_it7  with Microsoft SMTPSVC(5.5.1775.675.6);
	 Sat, 24 Aug 2002 09:42:10 +0900
To: <dcek1a1@netsgo.com>
Subject: Life Insurance - Why Pay More?
Date: Wed, 21 Aug 2002 20:31:57 -1600
MIME-Version: 1.0
Message-ID: <0103c1042001882DD_IT7@dd_it7>
Content-Type: text/html; charset=""iso-8859-1""
Content-Transfer-Encoding: quoted-printable

<!DOCTYPE HTML PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"">
<HTML><HEAD>
<META content=3D""text/html; charset=3Dwindows-1252"" http-equiv=3DContent-T=
ype>
<META content=3D""MSHTML 5.00.2314.1000"" name=3DGENERATOR></HEAD>
<BODY><!-- Inserted by Calypso -->
<TABLE border=3D0 cellPadding=3D0 cellSpacing=3D2 id=3D_CalyPrintHeader_ r=
ules=3Dnone 
style=3D""COLOR: black; DISPLAY: none"" width=3D""100%"">
  <TBODY>
  <TR>
    <TD colSpan=3D3>
      <HR color=3Dblack noShade SIZE=3D1>
    </TD></TR></TD></TR>
  <TR>
    <TD colSpan=3D3>
      <HR color=3Dblack noShade SIZE=3D1>
    </TD></TR></TBODY></TABLE><!-- End Calypso --><!-- Inserted by Calypso=
 --><FONT 
color=3D#000000 face=3DVERDANA,ARIAL,HELVETICA size=3D-2><BR></FONT></TD><=
/TR></TABLE><!-- End Calypso --><FONT color=3D#ff0000 
face=3D""Copperplate Gothic Bold"" size=3D5 PTSIZE=3D""10"">
<CENTER>Save up to 70% on Life Insurance.</CENTER></FONT><FONT color=3D#ff=
0000 
face=3",1
"From ilug-admin@linux.ie  Thu Aug 22 13:27:39 2002
Return-Path: <ilug-admin@linux.ie>
Delivered-To: zzzz@localhost.spamassassin.taint.org
Received: from localhost (localhost [127.0.0.1])
	by phobos.labs.spamassassin.taint.org (Postfix) with ESMTP id A7FD7454F6
	for <zzzz@localhost>; Thu, 22 Aug 2002 08:27:38 -0400 (EDT)
Received: from phobos [127.0.0.1]
	by localhost with IMAP (fetchmail-5.9.0)
	for zzzz@localhost (single-drop); Thu, 22 Aug 2002 13:27:38 +0100 (IST)
Received: from lugh.tuatha.org (root@lugh.tuatha.org [194.125.145.45]) by
    dogma.slashnull.org (8.11.6/8.11.6) with ESMTP id g7MCJiZ06043 for
    <zzzz-ilug@jmason.org>; Thu, 22 Aug 2002 13:19:44 +0100
Received: from lugh (root@localhost [127.0.0.1]) by lugh.tuatha.org
    (8.9.3/8.9.3) with ESMTP id NAA29323; Thu, 22 Aug 2002 13:18:52 +0100
Received: from email.qves.com ([67.104.83.251]) by lugh.tuatha.org
    (8.9.3/8.9.3) with ESMTP id NAA29282 for <ilug@linux.ie>; Thu,
    22 Aug 2002 13:18:37 +0100
X-Authentication-Warning: lugh.tuatha.org: Host [67.104.83.251] claimed to
    be email.qves.com
Received: from qvp0091 ([169.254.6.22]) by email.qves.com with Microsoft
    SMTPSVC(5.0.2195.2966); Thu, 22 Aug 2002 06:18:18 -0600
From: ""Slim Down"" <taylor@s3.serveimage.com>
To: <ilug@linux.ie>
Date: Thu, 22 Aug 2002 06:18:18 -0600
Message-Id: <59e6301c249d5$ffb7ea20$1606fea9@freeyankeedom.com>
MIME-Version: 1.0
Content-Type: text/plain; charset=""iso-8859-1""
Content-Transfer-Encoding: 7bit
X-Mailer: Microsoft CDO for Windows 2000
Thread-Index: AcJJ1f+3FWdz11AmR6uWbmQN5gGxxw==
Content-Class: urn:content-classes:message
X-Mimeole: Produced By Microsoft MimeOLE V6.00.2462.0000
X-Originalarrivaltime: 22 Aug 2002 12:18:18.0699 (UTC) FILETIME=[FFB949B0:01C249D5]
Subject: [ILUG] Guaranteed to lose 10-12 lbs in 30 days 10.206
Sender: ilug-admin@linux.ie
Errors-To: ilug-admin@linux.ie
X-Mailman-Version: 1.1
Precedence: bulk
List-Id: Irish Linux Users' Group <ilug.linux.ie>
X-Beenthere: ilug@linux.ie

1) Fight Th",1
"From sabrina@mx3.1premio.com  Thu Aug 22 14:44:07 2002
Return-Path: <sabrina@mx3.1premio.com>
Delivered-To: zzzz@localhost.spamassassin.taint.org
Received: from localhost (localhost [127.0.0.1])
	by phobos.labs.spamassassin.taint.org (Postfix) with ESMTP id 1E90847C66
	for <zzzz@localhost>; Thu, 22 Aug 2002 09:44:02 -0400 (EDT)
Received: from mail.webnote.net [193.120.211.219]
	by localhost with POP3 (fetchmail-5.9.0)
	for zzzz@localhost (single-drop); Thu, 22 Aug 2002 14:44:03 +0100 (IST)
Received: from email.qves.com (email1.qves.net [209.63.151.251] (may be forged))
	by webnote.net (8.9.3/8.9.3) with ESMTP id OAA04953
	for <zzzz@spamassassin.taint.org>; Thu, 22 Aug 2002 14:37:23 +0100
Received: from qvp0086 ([169.254.6.17]) by email.qves.com with Microsoft SMTPSVC(5.0.2195.2966);
	 Thu, 22 Aug 2002 07:36:20 -0600
From: ""Slim Down"" <sabrina@mx3.1premio.com>
To: <zzzz@spamassassin.taint.org>
Subject: Guaranteed to lose 10-12 lbs in 30 days                          11.150
Date: Thu, 22 Aug 2002 07:36:19 -0600
Message-ID: <9a63c01c249e0$e5a9d610$1106fea9@freeyankeedom.com>
MIME-Version: 1.0
Content-Type: text/plain;
	charset=""iso-8859-1""
Content-Transfer-Encoding: 7bit
X-Mailer: Microsoft CDO for Windows 2000
Thread-Index: AcJJ4OWpowGq7rdNSwCz5HE3x9ZZDQ==
Content-Class: urn:content-classes:message
X-MimeOLE: Produced By Microsoft MimeOLE V6.00.2462.0000
X-OriginalArrivalTime: 22 Aug 2002 13:36:20.0969 (UTC) FILETIME=[E692FD90:01C249E0]

1) Fight The Risk of Cancer!
http://www.adclick.ws/p.cfm?o=315&s=pk007

2) Slim Down - Guaranteed to lose 10-12 lbs in 30 days
http://www.adclick.ws/p.cfm?o=249&s=pk007

3) Get the Child Support You Deserve - Free Legal Advice
http://www.adclick.ws/p.cfm?o=245&s=pk002

4) Join the Web's Fastest Growing Singles Community
http://www.adclick.ws/p.cfm?o=259&s=pk007

5) Start Your Private Photo Album Online!
http://www.adclick.ws/p.cfm?o=283&s=pk007

Have a Wonderful Day,
Offer Manager
PrizeMama













If you wish to leave this list ",1
"From wsup@playful.com  Thu Aug 22 16:17:00 2002
Return-Path: <wsup@playful.com>
Delivered-To: zzzz@localhost.spamassassin.taint.org
Received: from localhost (localhost [127.0.0.1])
	by phobos.labs.spamassassin.taint.org (Postfix) with ESMTP id B8E8D43F99
	for <zzzz@localhost>; Thu, 22 Aug 2002 11:16:59 -0400 (EDT)
Received: from mail.webnote.net [193.120.211.219]
	by localhost with POP3 (fetchmail-5.9.0)
	for zzzz@localhost (single-drop); Thu, 22 Aug 2002 16:16:59 +0100 (IST)
Received: from smtp.easydns.com (smtp.easydns.com [205.210.42.30])
	by webnote.net (8.9.3/8.9.3) with ESMTP id QAA05397
	for <zzzz@spamassassin.taint.org>; Thu, 22 Aug 2002 16:13:20 +0100
Received: from 200.161.16.132 (unknown [210.19.113.130])
	by smtp.easydns.com (Postfix) with SMTP id 694632EE5A
	for <zzzz@spamassassin.taint.org>; Thu, 22 Aug 2002 11:12:57 -0400 (EDT)
Received: from unknown (52.127.142.42) by rly-xl04.mx.aol.com with smtp; Aug, 22 2002 8:02:13 AM +0400
Received: from [176.244.234.14] by smtp-server6.tampabay.rr.com with local; Aug, 22 2002 6:50:51 AM +1200
Received: from [106.226.127.61] by n7.groups.yahoo.com with local; Aug, 22 2002 5:50:53 AM +0300
Received: from 177.139.227.166 ([177.139.227.166]) by sparc.isl.net with QMQP; Aug, 22 2002 4:47:16 AM -0000
From: Account Services <wsup@playful.com>
To: zzzz@spamassassin.taint.org
Cc: 
Subject: Re: Fw: User Name & Password to Membership To 5 Sites zzzz@spamassassin.taint.org pviqg
Sender: Account Services <wsup@playful.com>
Mime-Version: 1.0
Content-Type: text/plain; charset=""iso-8859-1""
Date: Thu, 22 Aug 2002 08:13:35 -0700
X-Mailer: Microsoft Outlook Express 5.00.2615.200
X-Priority: 1
Message-Id: <20020822151301.694632EE5A@smtp.easydns.com>

##################################################
#                                                #
#                 Adult Club                     #
#           Offers FREE Membership               #
#                                                #
##############################",1
